page,format,group,name,variant,description,item_code,dimensions,unit,skid_size,price,trade_price,unit_price,splitting_fee,delivery,raw
16,paver_slab,Product Size and Colour,Extender,,,,,Piece,,$105.68,,,$6.93,$5.31,Extender Piece $105.68 $6.93 $5.31
16,paver_slab,Product Size and Colour,Corner,,,,,Piece,,$121.15,,,$9.47,$7.24,Corner Piece $121.15 $9.47 $7.24
16,paver_slab,Travertina Raw Wall,Corner,,,,,Piece,,$25.67,,,$1.01,79¢,Corner Piece $25.67 $1.01 79¢
16,paver_slab,Brandon Wall Cap,"Onyx, Caffe",,,,,Piece,,$28.25,,,$1.05,80¢,"Onyx, Caffe Piece $28.25 $1.05 80¢"
16,paver_slab,Brandon Wall Cap,Brandon Wall Cap — Colours,Colours,,,,Piece,,$27.46,,,$1.05,80¢,Colours Piece $27.46 $1.05 80¢
16,paver_slab,Bullnose Coping,Graphix Wall Cap,,,,,Piece,,$27.58,,,$1.08,83¢,Graphix Wall Cap Piece $27.58 $1.08 83¢
17,paver_slab,Raffinato,3.56 x 14 x 28 Cap,,,,,Piece,,$34.05,,,$1.79,$1.37,3.56 x 14 x 28 Cap Piece $34.05 $1.79 $1.37
17,paver_slab,Raffinato,2.37 x 14 x 32 Cap HD2,,,,,Piece,,$38.46,,,$1.19,90¢,2.37 x 14 x 32 Cap HD2 - Piece $38.46 $1.19 90¢
17,paver_slab,Silver Granite,2.37 x 14 x 32 Cap HD2,,,,,Piece,,$37.78,,,$1.19,90¢,2.37 x 14 x 32 Cap HD2 Piece $37.78 $1.19 90¢
17,paver_slab,Silver Granite,2.37 x 14 x 28 Cap,,,,,Piece,,$29.67,,,$1.19,90¢,2.37 x 14 x 28 Cap Piece $29.67 $1.19 90¢
17,paver_slab,STEPS,Raffinato Step,,,,,Piece,,$92.01,,,$5.54,$4.24,Raffinato Step Piece $92.01 $5.54 $4.24
17,paver_slab,Rocka Step,Systema Step,,,,,Piece,,$109.96,,,$5.54,$4.24,Systema Step Piece $109.96 $5.54 $4.24
17,paver_slab,Product Size and Colour,Terrazzo Step,,,,,Piece,,$256.44,,,$5.54,$4.24,Terrazzo Step Piece $256.44 $5.54 $4.24
17,paver_slab,Fire Pit Accessories,Round Sleeve,,,,,Piece,,$522.09,,,N/A,$5.50,Round Sleeve Piece $522.09 N/A $5.50
18,paver_slab,Zentro Smokless Insert,24in Square,,,,,Piece,,"$1,469.58",,,N/A,$5.50,"24in Square Piece$1,469.58 N/A $5.50"
18,paver_slab,Zentro Smokless Insert,24in Round,,,,,Piece,,"$1,220.27",,,N/A,$5.50,"24in Round Piece$1,220.27 N/A $5.50"
19,paver_slab,TM,Closed End Coping,,,,,Piece,,$48.05,,,$1.02,69¢,Closed End Coping Piece $48.05 $1.02 69¢
19,paver_slab,TM,TM — Corner - Colours,Corner - Colours,,,,Each,,$8.22,,,63¢,44¢,Corner - Colours Each $8.22 63¢ 44¢
19,paver_slab,TM,Corner - Midnight,,,,,Each,,$9.47,,,63¢,44¢,Corner - Midnight Each $9.47 63¢ 44¢
19,paver_slab,TM,Corner/Piller 12 inch,,,,,Each,,$8.22,,,63¢,44¢,Corner/Piller 12 inch Each $8.22 63¢ 44¢
19,paver_slab,TM,Corner/Piller 12 inch,,,,,Each,,$9.47,,,63¢,44¢,Corner/Piller 12 inch - Each $9.47 63¢ 44¢
19,paver_slab,Pisa,Coping - Colour,,,,,LnFt,,$7.22,,,56¢,39¢,Coping - Colour LnFt $7.22 56¢ 39¢
19,paver_slab,Pisa,Coping - Natural,,,,,LnFt,,$5.72,,,56¢,39¢,Coping - Natural LnFt $5.72 56¢ 39¢
19,paver_slab,Pisa Smooth,Pillar,,,,,Piece,,$14.54,,,92¢,64¢,Pillar Piece $14.54 92¢ 64¢
19,paver_slab,Quarry Smooth Wall,Coping,,,,,LnFt,,$7.87,,,56¢,39¢,Coping LnFt $7.87 56¢ 39¢
19,paver_slab,Quarry Smooth Wall,Corner,,,,,Piece,,$13.89,,,63¢,44¢,Corner Piece $13.89 63¢ 44¢
19,paver_slab,Siena Stone,Closed End Coping Colour,,,,,Piece,,$79.44,,,$8.78,$6.04,Closed End Coping Colour Piece $79.44 $8.78 $6.04
19,paver_slab,Rock Faced,1------------... Closed End Coping Natural,,,,,Piece,,$78.75,,,$8.78,$6.04,1------------... Closed End Coping Natural Piece $78.75 $8.78 $6.04
19,paver_slab,Rock Faced,Closed End Coping Naural,,,,,Piece,,$101.11,,,$8.78,$6.04,Closed End Coping Naural Piece $101.11 $8.78 $6.04
19,paver_slab,Rock Faced,Coping Open End Natural,,,,,Piece,,$72.97,,,$8.78,$6.04,Coping Open End Natural Piece $72.97 $8.78 $6.04
19,paver_slab,Rock Faced,Corner Natural,,,,,Piece,,$175.24,,,$8.78,$6.04,Corner Natural Piece $175.24 $8.78 $6.04
19,paver_slab,Rock Faced,Standard Natural,,,,,Piece,,$72.97,,,$8.78,$6.04,Standard Natural Piece $72.97 $8.78 $6.04
19,paver_slab,Siena Stone Smooth,Coping,,,,,Piece,,$61.44,,,$6.08,$4.20,Coping Piece $61.44 $6.08 $4.20
19,paver_slab,Siena Stone Smooth,Corner,,,,,Piece,,$157.74,,,$4.99,$3.44,Corner Piece $157.74 $4.99 $3.44
19,paver_slab,Siena Stone Smooth,Standard,,,,,Piece,,$58.72,,,$6.07,$4.18,Standard Piece $58.72 $6.07 $4.18
19,paver_slab,Siena Stone Smooth Step,"Step 48""",,,,,Piece,,$81.25,,,$8.33,$5.72,"Step 48"" Piece $81.25 $8.33 $5.72"
19,paver_slab,Siena Stone Smooth Step,"Step 72""",,,,,Piece,,$200.42,,,$12.30,$8.45,"Step 72"" Piece $200.42 $12.30 $8.45"
19,paver_slab,U-Cara,Large Backer,,,,,Piece,,$6.95,,,56¢,38¢,Large Backer Piece $6.95 56¢ 38¢
19,paver_slab,"Subway, Levano - Corner",Umbriano Coping,,,,,Piece,,$47.82,,,98¢,68¢,Umbriano Coping Piece $47.82 98¢ 68¢
19,paver_slab,"Subway, Levano - Corner",Umbriano Pillar Cap,,,,,Piece,,$165.07,,,86¢,83¢,Umbriano Pillar Cap Piece $165.07 86¢ 83¢
22,paver_slab,Lyra,Lyra — 12 X,12 X,,,,SqFt,,$6.31,,,37¢,30¢,12 X SqFt $6.31 37¢ 30¢
22,paver_slab,Lyra,Lyra — 12 x 24 Sandstone Taupe,12 x 24 Sandstone Taupe,,,,SqFt,,$6.68,,,37¢,30¢,12 x 24 Sandstone Taupe SqFt $6.68 37¢ 30¢
22,paver_slab,Lyra,Lyra — 12x36 and 24x24 and 24x36,12x36 and 24x24 and 24x36,,,,SqFt,,$6.85,,,37¢,30¢,12x36 and 24x24 and 24x36 SqFt $6.85 37¢ 30¢
22,paver_slab,Lyra,Lyra Nanoblast,,,,,SqFt,,$11.30,,,37¢,30¢,Lyra Nanoblast SqFt $11.30 37¢ 30¢
22,paver_slab,Lyra,Lyra — Colours,Colours,,,,SqFt,,$4.89,,,37¢,26¢,Colours SqFt $4.89 37¢ 26¢
22,paver_slab,Lyra,"Glacier Creek, Ultra Black",,,,,SqFt,,$5.29,,,37¢,26¢,"Glacier Creek, Ultra Black SqFt $5.29 37¢ 26¢"
22,paver_slab,Lyra,Riverton,,,,,SqFt,,$5.67,,,54¢,30¢,Riverton SqFt $5.67 54¢ 30¢
22,paver_slab,Smooth,Smooth — 4 cm - Grey,4 cm - Grey,,,,Piece,,$8.99,,,$1.30,90¢,4 cm - Grey Piece $8.99 $1.30 90¢
22,paver_slab,Smooth,Smooth — 4 cm -White,4 cm -White,,,,Piece,,$9.89,,,$1.30,90¢,4 cm -White Piece $9.89 $1.30 90¢
22,paver_slab,Smooth,Smooth — 5 cm - Grey,5 cm - Grey,,,,Piece,,$10.49,,,$1.30,90¢,5 cm - Grey Piece $10.49 $1.30 90¢
22,paver_slab,Smooth,Smooth — 5 cm -White,5 cm -White,,,,Piece,,$11.54,,,$1.30,90¢,5 cm -White Piece $11.54 $1.30 90¢
22,paver_slab,Smooth,Spectra,,,,,SqFt,,$18.65,,,37¢,26¢,Spectra SqFt $18.65 37¢ 26¢
22,paver_slab,Smooth,Splash Pads,,,,,Piece,,$11.52,,,86¢,60¢,Splash Pads Piece $11.52 86¢ 60¢
22,paver_slab,Standard Press,Standard Press — 24x24 - Colour,24x24 - Colour,,,,Piece,,$10.89,,,$1.30,90¢,24x24 - Colour Piece $10.89 $1.30 90¢
22,paver_slab,Standard Press,Standard Press — 24x24 - Grey,24x24 - Grey,,,,Piece,,$8.99,,,$1.30,90¢,24x24 - Grey Piece $8.99 $1.30 90¢
22,paver_slab,Standard Press,Standard Press — 24x30 - Grey,24x30 - Grey,,,,Piece,,$11.02,,,$1.63,$1.12,24x30 - Grey Piece $11.02 $1.63 $1.12
22,paver_slab,Trevista Smooth,Trevista Smooth — Colours,Colours,,,,SqFt,,$5.15,,,37¢,26¢,Colours SqFt $5.15 37¢ 26¢
22,paver_slab,Trevista Smooth,"Glacier Creek, Carrara,",,,,,SqFt,,$5.57,,,37¢,26¢,"Glacier Creek, Carrara, SqFt $5.57 37¢ 26¢"
22,paver_slab,Trevista Textured,Trevista Textured — Colours,Colours,,,,SqFt,,$5.15,,,37¢,26¢,Colours SqFt $5.15 37¢ 26¢
22,paver_slab,Arlington,Coping,,,,,Piece,,$10.07,,,58¢,38¢,Coping - Piece $10.07 58¢ 38¢
22,paver_slab,Winterborn,Coping-Grey Mix,,,,,Piece,,$9.41,,,58¢,,Coping-Grey Mix Piece $9.41 58¢
22,paver_slab,Winterborn,Corner,,,,,Piece,,$11.33,,,69¢,,Corner - Piece $11.33 69¢ ! ¢
22,paver_slab,Winterborn,Corner-Grey Mix,,,,,Piece,,$10.59,,,69¢,,Corner-Grey Mix Piece $10.59 69¢
22,paver_slab,Winterborn,Regular,,,,,Piece,,$10.50,,,85¢,,"Regular - Piece $10.50 85¢ "" ¢"
22,paver_slab,Winterborn,Regular-Grey Mix,,,,,Piece,,$9.81,,,85¢,58¢,Regular-Grey Mix Piece $9.81 85¢ 58¢
25,tile,TILE / PORCELAIN,ALGONQUIN 60X90X2CM (24X36),,,,,SqF,288.0,$7.99,,,N/A,22¢,ALGONQUIN 60X90X2CM (24X36) SqF 288.0 $7.99 N/A 22¢
25,tile,TILE / PORCELAIN,ALMOND 40X80X3CM (16X32),,,,,SqF,186.0,$11.19,,,38¢,22¢,ALMOND 40X80X3CM (16X32) SqF 186.0 $11.19 38¢ 22¢
25,tile,TILE / PORCELAIN,AMALFI 60X90X2CM (24X36),,,,,SqF,279.0,$7.99,,,38¢,22¢,AMALFI 60X90X2CM (24X36) SqF 279.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,ASH TIMBER 40X120X2CM (16X48),,,,,SqF,256.0,$7.99,,,38¢,22¢,ASH TIMBER 40X120X2CM (16X48) SqF 256.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,AURA WHITE 60X60X2CM (24X24),,,,,SqF,232.5,$7.70,,,38¢,22¢,AURA WHITE 60X60X2CM (24X24) SqF 232.5 $7.70 38¢ 22¢
25,tile,TILE / PORCELAIN,BIRCH TIMBER 40X120X2CM (16X48),,,,,SqF,248.0,$7.99,,,38¢,22¢,BIRCH TIMBER 40X120X2CM (16X48) SqF 248.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,BLACK OPAL 60X60X2CM (24X24),,,,,SqF,232.5,$7.57,,,38¢,22¢,BLACK OPAL 60X60X2CM (24X24) SqF 232.5 $7.57 38¢ 22¢
25,tile,TILE / PORCELAIN,BLANCO 60X60X3CM (24X24),,,,,SqF,170.5,N/A,,,38¢,22¢,BLANCO 60X60X3CM (24X24) SqF 170.5 N/A 38¢ 22¢
25,tile,TILE / PORCELAIN,CASABLANCA 60X120X2CM (24X48),,,,,SqF,271.3,$9.66,,,38¢,22¢,CASABLANCA 60X120X2CM (24X48) SqF 271.3 $9.66 38¢ 22¢
25,tile,TILE / PORCELAIN,COAST/SAND 60X90X2CM (24X36),,,,,SqF,279.0,$7.99,,,38¢,22¢,COAST/SAND 60X90X2CM (24X36) SqF 279.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,CREMA ANTICO 90X90X2CM (36X36),,,,,SqF,279.0,$8.69,,,38¢,22¢,CREMA ANTICO 90X90X2CM (36X36) SqF 279.0 $8.69 38¢ 22¢
25,tile,TILE / PORCELAIN,ERAMOSA 30X60X2CM (12X24),,,,,SqF,232.5,$8.27,,,38¢,22¢,ERAMOSA 30X60X2CM (12X24) SqF 232.5 $8.27 38¢ 22¢
25,tile,TILE / PORCELAIN,ERAMOSA 60X60X2CM (24X24),,,,,SqF,232.5,$8.27,,,38¢,22¢,ERAMOSA 60X60X2CM (24X24) SqF 232.5 $8.27 38¢ 22¢
25,tile,TILE / PORCELAIN,ERAMOSA 60X90X2CM (24X36),,,,,SqF,279.0,$8.27,,,38¢,22¢,ERAMOSA 60X90X2CM (24X36) SqF 279.0 $8.27 38¢ 22¢
25,tile,TILE / PORCELAIN,GREIGE 40X120X2CM (16X48),,,,,SqF,248.0,$7.99,,,38¢,22¢,GREIGE 40X120X2CM (16X48) SqF 248.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,GRIS 45X90X2CM (18X36),,,,,SqF,235.4,$8.69,,,38¢,22¢,GRIS 45X90X2CM (18X36) SqF 235.4 $8.69 38¢ 22¢
25,tile,TILE / PORCELAIN,ICE GREY 30X60X2CM (12X24),,,,,SqF,232.5,$5.91,,,38¢,22¢,ICE GREY 30X60X2CM (12X24) SqF 232.5 $5.91 38¢ 22¢
25,tile,TILE / PORCELAIN,ICE GREY 60X60X2CM (24X24),,,,,SqF,248.0,$6.46,,,38¢,22¢,ICE GREY 60X60X2CM (24X24) SqF 248.0 $6.46 38¢ 22¢
25,tile,TILE / PORCELAIN,ICE GREY 60X90X2CM (24X36),,,,,SqF,232.5,$5.91,,,38¢,22¢,ICE GREY 60X90X2CM (24X36) SqF 232.5 $5.91 38¢ 22¢
25,tile,TILE / PORCELAIN,IMPERIAL 30X60X2CM (12X24),,,,,SqF,232.5,$6.60,,,38¢,22¢,IMPERIAL 30X60X2CM (12X24) SqF 232.5 $6.60 38¢ 22¢
25,tile,TILE / PORCELAIN,IMPERIAL 60X60X2CM (24X24),,,,,SqF,248.0,$5.91,,,38¢,22¢,IMPERIAL 60X60X2CM (24X24) SqF 248.0 $5.91 38¢ 22¢
25,tile,TILE / PORCELAIN,IMPERIAL 60X90X2CM (24X36),,,,,SqF,232.5,$5.91,,,38¢,22¢,IMPERIAL 60X90X2CM (24X36) SqF 232.5 $5.91 38¢ 22¢
25,tile,TILE / PORCELAIN,INDUS 60X90X2CM (24X36),,,,,SqF,279.0,$7.99,,,38¢,22¢,INDUS 60X90X2CM (24X36) SqF 279.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,INDUS WHITE60X90X2CM (24X36),,,,,SqF,279.0,$7.99,,,38¢,22¢,INDUS WHITE60X90X2CM (24X36) SqF 279.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,LIGHT TIMBER 40X120X2CM (16X48),,,,,SqF,248.0,$7.99,,,38¢,22¢,LIGHT TIMBER 40X120X2CM (16X48) SqF 248.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,MOONGREY 60X90X2CM (24X36),,,,,SqF,279.0,$7.99,,,38¢,22¢,MOONGREY 60X90X2CM (24X36) SqF 279.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,NERO 40X80X3CM (16X32),,,,,SqF,186.0,$11.19,,,38¢,22¢,NERO 40X80X3CM (16X32) SqF 186.0 $11.19 38¢ 22¢
25,tile,TILE / PORCELAIN,NERO 60X60X5CM (24X24) - INACTIVE,,,,,SqF,112.0,$18.68,,,38¢,22¢,NERO 60X60X5CM (24X24) - INACTIVE SqF 112.0 $18.68 38¢ 22¢
25,tile,TILE / PORCELAIN,RIO BLACK 40X120X2CM (16X48),,,,,SqF,248.0,$7.99,,,38¢,22¢,RIO BLACK 40X120X2CM (16X48) SqF 248.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,RIO BLACK 60X60X2CM (24X24),,,,,SqF,248.0,$6.46,,,38¢,22¢,RIO BLACK 60X60X2CM (24X24) SqF 248.0 $6.46 38¢ 22¢
25,tile,TILE / PORCELAIN,SEASHELL 60X60X2CM (24X24),,,,,SqF,232.5,$7.57,,,38¢,22¢,SEASHELL 60X60X2CM (24X24) SqF 232.5 $7.57 38¢ 22¢
25,tile,TILE / PORCELAIN,SILVER 40X80X3CM (16X32),,,,,SqF,186.0,$11.19,,,38¢,22¢,SILVER 40X80X3CM (16X32) SqF 186.0 $11.19 38¢ 22¢
25,tile,TILE / PORCELAIN,SILVER VALLEY 60X90X2CM (24X36),,,,,SqF,279.0,$7.99,,,38¢,22¢,SILVER VALLEY 60X90X2CM (24X36) SqF 279.0 $7.99 38¢ 22¢
25,tile,TILE / PORCELAIN,SLATE GREY 30X60X2CM (12X24),,,,,SqF,232.5,$6.60,,,38¢,22¢,SLATE GREY 30X60X2CM (12X24) SqF 232.5 $6.60 38¢ 22¢
25,tile,TILE / PORCELAIN,SLATE GREY 60X60X2CM (24X24),,,,,SqF,248.0,$5.91,,,38¢,22¢,SLATE GREY 60X60X2CM (24X24) SqF 248.0 $5.91 38¢ 22¢
25,tile,TILE / PORCELAIN,SLATE GREY 60X90X2CM (24X36),,,,,SqF,232.5,$5.91,,,38¢,22¢,SLATE GREY 60X90X2CM (24X36) SqF 232.5 $5.91 38¢ 22¢
26,tile,TILE / PORCELAIN,TRAVERTINO 60X90X2CM (24X36),,,,,SqF,288.0,$8.69,,,N/A,22¢,TRAVERTINO 60X90X2CM (24X36) SqF 288.0 $8.69 N/A 22¢
26,tile,TILE / PORCELAIN,TUNDRA 60X120X2CM (24X48),,,,,SqF,248.0,$8.69,,,38¢,22¢,TUNDRA 60X120X2CM (24X48) SqF 248.0 $8.69 38¢ 22¢
26,tile,TILE / PORCELAIN,TUNDRA 60X60X2CM (24X24),,,,,SqF,248.0,$6.46,,,38¢,22¢,TUNDRA 60X60X2CM (24X24) SqF 248.0 $6.46 38¢ 22¢
27,natural_stone,ARMOUR STONE,,YARD - BULK,YARD - BULK,NS-ASBA,,Pound,,.063¢,,$126.00 per Ton,N/A,2.0¢,- YARD - BULK NS-ASBA .063¢ N/A 2.0¢
27,natural_stone,CANADA MOCHA SWIRL,,"GUILLOTINED DRYWALL 8""X6"" - UPPER","GUILLOTINED DRYWALL 8""X6"" - UPPER",NS-ASUCD86MS,,Pound,,.163¢,,$326.00 per Ton,N/A,2.0¢,"- GUILLOTINED DRYWALL 8""X6"" - UPPER NS-ASUCD86MS .163¢ N/A 2.0¢"
27,natural_stone,CANADA CHOCOLATE,,"GUILLOTINED DRYWALL 8""X8"" - UPPER","GUILLOTINED DRYWALL 8""X8"" - UPPER",NS-ASUCD88C,,Pound,,16.6¢,,$326.00 per Ton,N/A,2.0¢,"- GUILLOTINED DRYWALL 8""X8"" - UPPER NS-ASUCD88C 16.6¢ N/A 2.0¢"
27,natural_stone,CANADA SWIRL,,"GUILLOTINED DRYWALL 8""X8"" - UPPER","GUILLOTINED DRYWALL 8""X8"" - UPPER",NS-ASUCD88CS,,Pound,,16.6¢,,$326.00 per Ton,N/A,2.0¢,"- GUILLOTINED DRYWALL 8""X8"" - UPPER NS-ASUCD88CS 16.6¢ N/A 2.0¢"
27,natural_stone,DARK GREY,,"GUILLOTINED WALLSTONE 12"" - KAWARTHA","GUILLOTINED WALLSTONE 12"" - KAWARTHA",NS-ASDMGDB12,,Pound,,.153¢,,$306.00 per Ton,N/A,2.0¢,"- GUILLOTINED WALLSTONE 12"" - KAWARTHA NS-ASDMGDB12 .153¢ N/A 2.0¢"
27,natural_stone,SKIDDED,,"GUILLOTINED WALLSTONE 12"" - GREY","GUILLOTINED WALLSTONE 12"" - GREY",NS-ASDMGW12,,Pound,,.153¢,,$306.00 per Ton,N/A,2.0¢,"- GUILLOTINED WALLSTONE 12"" - GREY NS-ASDMGW12 .153¢ N/A 2.0¢"
27,natural_stone,SKIDDED,,"GUILLOTINED WALLSTONE 14"" - GREY","GUILLOTINED WALLSTONE 14"" - GREY",NS-ASDMGW14,,Pound,,.153¢,,$306.00 per Ton,N/A,2.0¢,"- GUILLOTINED WALLSTONE 14"" - GREY NS-ASDMGW14 .153¢ N/A 2.0¢"
27,natural_stone,SKIDDED,,"GUILLOTINED WALLSTONE 16"" - GREY","GUILLOTINED WALLSTONE 16"" - GREY",NS-ASDMGW16,,Pound,,.153¢,,$306.00 per Ton,N/A,2.0¢,"- GUILLOTINED WALLSTONE 16"" - GREY NS-ASDMGW16 .153¢ N/A 2.0¢"
27,natural_stone,SKIDDED,,"GUILLOTINED WALLSTONE 18"" - GREY","GUILLOTINED WALLSTONE 18"" - GREY",NS-ASDMGW18,,Pound,,.153¢,,$306.00 per Ton,N/A,2.0¢,"- GUILLOTINED WALLSTONE 18"" - GREY NS-ASDMGW18 .153¢ N/A 2.0¢"
27,natural_stone,OWEN SOUND BROWN-BUFF,"Flagstone Random - Natural top and bottom, irregular shapes and sizes","OWEN SOUND BROWN-BUFF 3/4"" - 1""","OWEN SOUND BROWN-BUFF 3/4"" - 1""",NS-FRDOSBB075,,Pound,,.21¢,,$420.00 per Ton,2.2¢,2.0¢,"OWEN SOUND BROWN-BUFF 3/4"" - 1"" NS-FRDOSBB075 .21¢ 2.2¢ 2.0¢"
27,natural_stone,OWEN SOUND BROWN-BUFF,"Flagstone Random - Natural top and bottom, irregular shapes and sizes","OWEN SOUND BROWN-BUFF 1"" - 1 1/4""","OWEN SOUND BROWN-BUFF 1"" - 1 1/4""",NS-FRDOSBB100,,Pound,,.20¢,,$400.00 per Ton,2.2¢,2.0¢,"OWEN SOUND BROWN-BUFF 1"" - 1 1/4"" NS-FRDOSBB100 .20¢ 2.2¢ 2.0¢"
27,natural_stone,OWEN SOUND BROWN-BUFF,"Flagstone Random - Natural top and bottom, irregular shapes and sizes","OWEN SOUND BROWN-BUFF 1 1/2"" - 1 3/4""","OWEN SOUND BROWN-BUFF 1 1/2"" - 1 3/4""",NS-FRDOSBB150,,Pound,,.20¢,,$400.00 per Ton,2.2¢,2.0¢,"OWEN SOUND BROWN-BUFF 1 1/2"" - 1 3/4"" NS-FRDOSBB150 .20¢ 2.2¢ 2.0¢"
27,natural_stone,OWEN SOUND BROWN-BUFF,"Flagstone Random - Natural top and bottom, irregular shapes and sizes","OWEN SOUND BROWN-BUFF 2"" - 2 1/4""","OWEN SOUND BROWN-BUFF 2"" - 2 1/4""",NS-FRDOSBB200,,Pound,,.20¢,,$400.00 per Ton,2.2¢,2.0¢,"OWEN SOUND BROWN-BUFF 2"" - 2 1/4"" NS-FRDOSBB200 .20¢ 2.2¢ 2.0¢"
28,natural_stone,ANTIQUE LIMESTONE,"Flagstone Square Cut - Antiqued Top, Sawn Bottom, 4 sides sawn",NS-FSQSVAL1001224+size,,NS-FSQSVAL1001224+size,1 in,Square Foot,,$10.18,,,38.8¢,22¢,NS-FSQSVAL1001224+size
28,natural_stone,ANTIQUE LIMESTONE,"Flagstone Square Cut - Antiqued Top, Sawn Bottom, 4 sides sawn",NS-FSQSVAL1001824+size,,NS-FSQSVAL1001824+size,1 in,Square Foot,,$10.18,,,38.8¢,22¢,NS-FSQSVAL1001824+size
28,natural_stone,ANTIQUE LIMESTONE,"Flagstone Square Cut - Antiqued Top, Sawn Bottom, 4 sides sawn",NS-FSQSVAL1002424+size,,NS-FSQSVAL1002424+size,1 in,Square Foot,,$10.18,,,38.8¢,22¢,NS-FSQSVAL1002424+size
28,natural_stone,ANTIQUE LIMESTONE,"Flagstone Square Cut - Antiqued Top, Sawn Bottom, 4 sides sawn",NS-FSQSVAL1002436+size,,NS-FSQSVAL1002436+size,1 in,Square Foot,,$10.18,,,38.8¢,22¢,NS-FSQSVAL1002436+size
28,natural_stone,ANTIQUE LIMESTONE,"Flagstone Square Cut - Antiqued Top, Sawn Bottom, 4 sides sawn",NS-FSQSVAL1251212+size,,NS-FSQSVAL1251212+size,1.25 in,Square Foot,,$10.45,,,48.8¢,27¢,NS-FSQSVAL1251212+size
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, 1 long side ROCK FACED (1LSRF), other 3 sides sawn, 2"" REBATED to 1""",NS-CSVALRR2001248+Length,,NS-CSVALRR2001248+Length,"12 in, 2 in",Linear Foot,,$21.12,,,70.0¢,41¢,NS-CSVALRR2001248+Length 12 in 2 in $ 21.12 70.0¢ 41¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALR2001248+Length,,NS-CSVALR2001248+Length,"12 in, 2 in",Linear Foot,,$19.84,,,70.0¢,41¢,NS-CSVALR2001248+Length 12 in 2 in $ 19.84 70.0¢ 41¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALR2001272+Length,,NS-CSVALR2001272+Length,"12 in, 2 in",Linear Foot,,$19.84,,,70.0¢,41¢,NS-CSVALR2001272+Length 12 in 2 in $ 19.84 70.0¢ 41¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALR2001448+Length,,NS-CSVALR2001448+Length,"14 in, 2 in",Linear Foot,,$23.15,,,93.3¢,54¢,NS-CSVALR2001448+Length 14 in 2 in $ 23.15 93.3¢ 54¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALR2001472+Length,,NS-CSVALR2001472+Length,"14 in, 2 in",Linear Foot,,$23.15,,,93.3¢,54¢,NS-CSVALR2001472+Length 14 in 2 in $ 23.15 93.3¢ 54¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALR2001648+Length,,NS-CSVALR2001648+Length,"16 in, 2 in",Linear Foot,,$26.45,,,93.3¢,54¢,NS-CSVALR2001648+Length 16 in 2 in $ 26.45 93.3¢ 54¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALR2001672+Length,,NS-CSVALR2001672+Length,"16 in, 2 in",Linear Foot,,$26.45,,,93.3¢,54¢,NS-CSVALR2001672+Length 16 in 2 in $ 26.45 93.3¢ 54¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALA2001272+Length,,NS-CSVALA2001272+Length,"12 in, 6 in",Linear Foot,,$23.15,,,70.0¢,41¢,NS-CSVALA2001272+Length 12 in 6 in $ 23.15 70.0¢ 41¢
28,natural_stone,ANTIQUE LIMESTONE,"Coping - Antique Top, Sawn Bottom, 1 long side ROCK FACED (1LSRF), other 3 sides sawn",NS-CSVALB2001248+Length,,NS-CSVALB2001248+Length,"12 in, 2 in",Linear Foot,,$24.96,,,70.0¢,41¢,NS-CSVALB2001248+Length 12 in 2 in $ 24.96 70.0¢ 41¢
